"ESXi 6.5 Express Patch 1","ESXi650-201703002",2017-03-28,5224529
"ESXi 6.5 Patch 1","ESXi650-201703001",2017-03-09,5146846
"ESXi 6.5 Patch 1 (Security Only)","ESXi650-201703001",2017-03-09,5146843
"ESXi 6.5a","ESXi650-201701001",2017-02-02,4887370
"ESXi 6.5 GA","GA",2016-11-15,4564106
